		=== gfortran: Unexpected fails for rv32gc_zba_zbb_zbc_zbs ilp32d medlow  ===
FAIL: gcc.dg/vect/pr65310.c -flto -ffat-lto-objects  scan-tree-dump vect "can't force alignment"
FAIL: gcc.dg/vect/pr65310.c -flto -ffat-lto-objects  scan-tree-dump-not vect "misalign = 0"
FAIL: gcc.dg/vect/pr65310.c scan-tree-dump vect "can't force alignment"
FAIL: gcc.dg/vect/pr65310.c scan-tree-dump-not vect "misalign = 0"
FAIL: gcc.dg/vect/pr88598-1.c -flto -ffat-lto-objects  scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/pr88598-1.c scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/pr88598-2.c -flto -ffat-lto-objects  scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/pr88598-2.c scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/pr88598-3.c -flto -ffat-lto-objects  scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/pr88598-3.c scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/vect-bic-bitmask-10.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-10.c (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-10.c -flto -ffat-lto-objects (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-10.c -flto -ffat-lto-objects (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-11.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-11.c (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-11.c -flto -ffat-lto-objects (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-11.c -flto -ffat-lto-objects (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-2.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-2.c (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-2.c -flto -ffat-lto-objects (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-2.c -flto -ffat-lto-objects (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-3.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-3.c (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-3.c -flto -ffat-lto-objects (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-3.c -flto -ffat-lto-objects (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-4.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-4.c (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-4.c -flto -ffat-lto-objects (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-4.c -flto -ffat-lto-objects (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-5.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-5.c (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-5.c -flto -ffat-lto-objects (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-5.c -flto -ffat-lto-objects (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-6.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-6.c (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-6.c -flto -ffat-lto-objects (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-6.c -flto -ffat-lto-objects (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-8.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-8.c (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-8.c -flto -ffat-lto-objects (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-8.c -flto -ffat-lto-objects (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-9.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-9.c (test for excess errors)
FAIL: gcc.dg/vect/vect-bic-bitmask-9.c -flto -ffat-lto-objects (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-bic-bitmask-9.c -flto -ffat-lto-objects (test for excess errors)
FAIL: gcc.dg/vect/vect-early-break_130.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-early-break_130.c (test for excess errors)
FAIL: gcc.dg/vect/vect-early-break_130.c -flto -ffat-lto-objects (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-early-break_130.c -flto -ffat-lto-objects (test for excess errors)
FAIL: gcc.dg/vect/vect-early-break_135-pr120143.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-early-break_135-pr120143.c (test for excess errors)
FAIL: gcc.dg/vect/vect-early-break_142-pr124034.c (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-early-break_142-pr124034.c (test for excess errors)
FAIL: gcc.dg/vect/vect-early-break_142-pr124034.c -flto -ffat-lto-objects (internal compiler error: Segmentation fault)
FAIL: gcc.dg/vect/vect-early-break_142-pr124034.c -flto -ffat-lto-objects (test for excess errors)
FAIL: gcc.dg/vect/vect-gather-2.c -flto -ffat-lto-objects  scan-tree-dump vect "different gather base"
FAIL: gcc.dg/vect/vect-gather-2.c -flto -ffat-lto-objects  scan-tree-dump vect "different gather scale"
FAIL: gcc.dg/vect/vect-gather-2.c scan-tree-dump vect "different gather base"
FAIL: gcc.dg/vect/vect-gather-2.c scan-tree-dump vect "different gather scale"
FAIL: gcc.target/riscv/czero-bext.c   -O0   scan-assembler czero.nez\t
FAIL: gcc.target/riscv/czero-bext.c   -O0   scan-assembler sgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -O0   scan-assembler-not bgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -O1   scan-assembler czero.nez\t
FAIL: gcc.target/riscv/czero-bext.c   -O1   scan-assembler sgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -O1   scan-assembler-not bgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -O2   scan-assembler czero.nez\t
FAIL: gcc.target/riscv/czero-bext.c   -O2   scan-assembler sgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -O2   scan-assembler-not bgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -O2 -flto -fno-use-linker-plugin -flto-partition=none   scan-assembler czero.nez\t
FAIL: gcc.target/riscv/czero-bext.c   -O2 -flto -fno-use-linker-plugin -flto-partition=none   scan-assembler sgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -O2 -flto -fno-use-linker-plugin -flto-partition=none   scan-assembler-not bgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -O2 -flto -fuse-linker-plugin -fno-fat-lto-objects   scan-assembler czero.nez\t
FAIL: gcc.target/riscv/czero-bext.c   -O2 -flto -fuse-linker-plugin -fno-fat-lto-objects   scan-assembler sgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -O2 -flto -fuse-linker-plugin -fno-fat-lto-objects   scan-assembler-not bgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -O3 -g   scan-assembler czero.nez\t
FAIL: gcc.target/riscv/czero-bext.c   -O3 -g   scan-assembler sgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -O3 -g   scan-assembler-not bgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -Os   scan-assembler czero.nez\t
FAIL: gcc.target/riscv/czero-bext.c   -Os   scan-assembler sgtu\t
FAIL: gcc.target/riscv/czero-bext.c   -Os   scan-assembler-not bgtu\t
FAIL: gcc.target/riscv/ext-dce-4.c   -O0   check-function-bodies test_half_sign_needed
FAIL: gcc.target/riscv/ext-dce-4.c   -O1   check-function-bodies test_half_sign_needed
FAIL: gcc.target/riscv/ext-dce-4.c   -O2   check-function-bodies test_half_sign_needed
FAIL: gcc.target/riscv/ext-dce-4.c   -O2 -flto -fno-use-linker-plugin -flto-partition=none   check-function-bodies test_half_sign_needed
FAIL: gcc.target/riscv/ext-dce-4.c   -O3 -g   check-function-bodies test_half_sign_needed
FAIL: gcc.target/riscv/ext-dce-4.c   -Os   check-function-bodies test_half_sign_needed
FAIL: gcc.target/riscv/pr120659.c   -O0  (test for excess errors)
FAIL: gcc.target/riscv/pr120659.c   -O1  (test for excess errors)
FAIL: gcc.target/riscv/pr120659.c   -O2  (test for excess errors)
FAIL: gcc.target/riscv/pr120659.c   -O2 -flto -fno-use-linker-plugin -flto-partition=none  (test for excess errors)
FAIL: gcc.target/riscv/pr120659.c   -O2 -flto -fuse-linker-plugin -fno-fat-lto-objects  (test for excess errors)
FAIL: gcc.target/riscv/pr120659.c   -O3 -g  (test for excess errors)
FAIL: gcc.target/riscv/pr120659.c   -Os  (test for excess errors)
FAIL: gcc.target/riscv/pr122769.c   -O0  (test for excess errors)
FAIL: gcc.target/riscv/pr122769.c   -O1  (test for excess errors)
FAIL: gcc.target/riscv/pr122769.c   -O2  (test for excess errors)
FAIL: gcc.target/riscv/pr122769.c   -O2 -flto -fno-use-linker-plugin -flto-partition=none  (test for excess errors)
FAIL: gcc.target/riscv/pr122769.c   -O2 -flto -fuse-linker-plugin -fno-fat-lto-objects  (test for excess errors)
FAIL: gcc.target/riscv/pr122769.c   -O3 -g  (test for excess errors)
FAIL: gcc.target/riscv/pr122769.c   -Os  (test for excess errors)
FAIL: gcc.target/riscv/zbb-min-max-05.c   -O3 -fomit-frame-pointer -funroll-loops -fpeel-loops -ftracer -finline-functions   scan-assembler-times \\mminu 1
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=dynamic (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=dynamic (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m1 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m1 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m2 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m2 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m4 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m4 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m8 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m8 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=dynamic (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=dynamic (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m1 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m1 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m2 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m2 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m4 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m4 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m8 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv32gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m8 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=dynamic (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=dynamic (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m2 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m2 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m4 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m4 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m8 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O2 -mrvv-max-lmul=m8 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=dynamic (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=dynamic (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m2 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m2 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m4 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m4 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m8 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/binop/shift-scalar-rv64gcv.c -ftree-vectorize -O3 -mrvv-max-lmul=m8 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/early-break-3.c -O3 -ftree-vectorize (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/early-break-3.c -O3 -ftree-vectorize (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/early-break-4.c -O3 -ftree-vectorize (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/early-break-4.c -O3 -ftree-vectorize (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/early-break-5.c -O3 -ftree-vectorize (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/early-break-5.c -O3 -ftree-vectorize (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/pr112598-1.c -O3 -ftree-vectorize (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/pr112598-1.c -O3 -ftree-vectorize (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/pr113206-1.c -O3 -ftree-vectorize  scan-assembler-times vsetvli 2
FAIL: gcc.target/riscv/rvv/autovec/pr113206-2.c -O3 -ftree-vectorize  scan-assembler-times vsetvli 1
FAIL: gcc.target/riscv/rvv/autovec/pr118945-2.c -O3 -ftree-vectorize (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/pr125670.c -O3 -ftree-vectorize (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/pr125994.c -O3 -ftree-vectorize (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/pr125994.c -O3 -ftree-vectorize (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O2 -mrvv-max-lmul=dynamic (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O2 -mrvv-max-lmul=dynamic (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O2 -mrvv-max-lmul=m1 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O2 -mrvv-max-lmul=m1 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O2 -mrvv-max-lmul=m2 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O2 -mrvv-max-lmul=m2 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O2 -mrvv-max-lmul=m4 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O2 -mrvv-max-lmul=m4 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O2 -mrvv-max-lmul=m8 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O2 -mrvv-max-lmul=m8 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O3 -mrvv-max-lmul=dynamic (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O3 -mrvv-max-lmul=dynamic (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O3 -mrvv-max-lmul=m1 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O3 -mrvv-max-lmul=m1 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O3 -mrvv-max-lmul=m2 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O3 -mrvv-max-lmul=m2 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O3 -mrvv-max-lmul=m4 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O3 -mrvv-max-lmul=m4 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O3 -mrvv-max-lmul=m8 (internal compiler error: Segmentation fault)
FAIL: gcc.target/riscv/rvv/autovec/unop/sew64-rv32.c -ftree-vectorize -O3 -mrvv-max-lmul=m8 (test for excess errors)
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-4-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vssub.vx
